Title,Description,Sales,Rating,Price,Industry,Platform,Last Delivery,Seller Rank,Member Since
I will do high quality 2d character animation,"I will do high quality 2d character animation from scratch.
I have a master degree in Animation and over 15 years of experience. I specialized in storyboard, character & background designs, Illustration, Graphics, Animation, Sound FX & Audio mixing .
I have been doing Stories, Custom character animation, Nursery Rhymes, Educational, Learning, cartoon and creative animation videos
I have created more than 1500+ custom 2D character Animation for my world wide clients:
Below is a channels that I have did animation for my clients:
https://www.youtube.com/@jonnysway/videos
https://www.youtube.com/@nurseryrhymes-by-magicLeo/videos
I am at your service, so feel free to place an ORDER NOW.",228,5,"58,385",Video & Animation,Character Animation,about 3 hours,Level 2,2016
I will make your 2d cartoon animation video,"Custom-made to your specific needs, at the Impressive unique standards.
Hello, this is harsh. I have now 5 years of experience in 
after effect
 and design so many things (check my reel) Thank you for your interest in this gig. 
My 
unique
 service offers you a 30 - 90 seconds animated video, including
 different visuals,
 
impact-full
 
animations
, +
sound design,
 and 
music
.
Why me?
1.love to do this work that's why I don't compromise to your video quality
2.own a youtube animation channel for about 2 years. that's an example of my passion.
3.
original background
 and 
characters designed
 by me for your requirement
4.including 
sound effects
 and 
music.
5.
100% original content.
Produce custom explainer videos, educational videos, youtube videos, startup videos, and any other animation. Just get in touch.
Feel free to ask any questions and we will find a 
satisfying
 option just for you.
DM me.",96,4.9,"87,577",Video & Animation,2D Animated Explainers,1 week,Level 2,2021
I will create custom 2d animation,"I Firmly Believe 100% Customer Satisfaction & to make this transaction completely risk free for you. If I fail to satisfy you 100%, you'll get a full refund. 
 All Animations are 100% CUSTOM! 
I will charge $10 for 5-second 2d animation(NOT FRAME BY FRAME ANIMATION).
I can´t record voices, so if your animation has voice requests, you must provide me the voice audio. 
I can add soundtracks and sound effects.
Note: Before placing the order please inbox me.
We can decide the exact budget when you will get back to me in the inbox with exact requirements.
We do not provide source files.
 Looking forward to assist you with my services.",842,5,"8,758",Video & Animation,Character Animation,about 1 hour,Level 2,2019
I will make a custom 2d cartoon animation video,"Note - Please contact me before placing an order.
price will be low and high according to the quality and video duration.
2D animated story video for Youtube and any other platform.
*100% customer satisfaction
*quick response
*friendly communication
price will be low and high according to the quality and video duration.
Here is what I provide:
2D Custom Animation
Character Design
Different animation style
Explainer video
Full HD resolution
All characters and backgrounds will be custom made
Buyer can have character ready or I can design a new character.
This GIG is perfect for a cartoon show, ads, web series, YouTube intros,explainer videos or what ever you need.
Requirement:
The script/voice over.
Final output format.
video duration
refrence video of animation style",120,5.0,"7,299",Video & Animation,Character Animation,about 9 hours,Level 2,2022
I will do simple 2d character animation 2d cartoon animation,"PLEASE DO NOT order directly , please message me first and discuss 2d animation project so that we will understand the animation better and avoid any confusion.
Hi,
I am Pritish. I do hand drawn 2d animation video, Character animation or Cartoon animation . My specialty is frame by frame 2d animation , Character animation , cartoon animation video . I am here to animate anything that is in your mind or paper or canvas :) .
You are one message away from making it alive and running on the screen :)
Drop a Hi :) .
What you get in this Gig:
A high quality 2d animation / Character animation, gif .
Quickly I will send you many storyboard 2d animation of your project . So that you can see in visual what I am creating .
You can review those rough 2d animation cut and change /add your script/animation as it is now in visual format in front of you .
A quality after sell support if you need anything
I am here because I love 2d animation ,movies , art . :)
Please go through my portfolio and customer review for better understanding :) .",126,5,"29,193",Video & Animation,Character Animation,2 months,Level 2,2017
I will create custom 2d animated explainer video in 3 days,"Greetings!
I am a seasoned 2D explainer video artist with over 
7 years of professional experience
. My extensive client list includes renowned companies such as 
Cisco, Dell, Neblio, DIR, Zomato, and many more.
I invite you to review my portfolio on YouTube at 
www.youtube.com/@motiontrixzstudios
Here's what you can expect when you choose my services:
Full HD mp4 file with Professional voiceover, Sound Effects and Background Music
High-quality Graphics, Animation, Transitions, and Effects
Characters and Designs tailored to your Brand Guide
Unlimited revisions until you are satisfied
I take pride in delivering high-quality, 100% custom 2D animation videos to clients globally. Timely delivery is a priority.
Voice-over options available in various accents, including American, British, Spanish, Australian, French and many more. 
Your satisfaction is my utmost priority, and I am committed to addressing any questions or concerns promptly, usually within an hour, unless I am unavailable due to sleep.
I eagerly anticipate the opportunity to collaborate with you. For a personalized quote, please don't hesitate to message me.
Please drop a message before purchasing any gig, Thank you!",351,5.0,"8,758",Video & Animation,2D Animated Explainers,about 23 hours,Level 2,2019
"I will provide 2d animation, gif for your short cartoon videos","Please contact me first before placing order so that I can understand your requirements more clearly!
Hello!
If you are looking for 
Amazing professional 2d cartoon animations
 you are at the right place. just let me know your requirements and we are good to start the wonderful journey of creation together.
What can I provide!
Amazing high quality animations for your story
Animated GIFs with or without loop
Characters for games
Custom character design
2d backgrounds for your videos
Small 2d advertisements
Additionally I provide it all in high quality 
1080p or 4K render
 as required by you. With Unlimited revisions till your satisfaction.
How to start? (Things I will need from you)
Provide me with your script, concept or idea
voiceover if any
your basic requirement with characters or video.
That's it and we are good to go, and if you do not have Idea about how to start, I can help you out with your scripts and other needs, 
Check out gig extras for additional services.
Why you should choose me!
I have experience of more then 6 years in 2d animations
I am most passionate about what I am doing.
for me My success is your Satisfaction.
Thank you
 and hope to working with you soon :D",306,4.9,"2,920",Video & Animation,Character Animation,1 day,Level 2,2016
I will create 2d spine animations and nsfw animations according to your requirements,"Hi my name is Jose. I am 2D artist and 2D Animator, Having 12+ Years of experience in the Animation and Gaming industry.
Software knowledge: Adobe Animate cc, Spine 2D, After Effects",172,5,"7,299",Video & Animation,Character Animation,about 17 hours,Level 2,2021
I will create 2d character animation and sprite for your games,"Hello, Thanks for your interest in our gig,
Please message me first before ordering in case of any confusion
we will provide sprite-sheet and character animation for your game or other needs
for example Run, jump, attack, death, crouch, special move or any sprite for character required 
just tell us your needs and we will provide you the results as you desire
we will provide character design from scratch 
Provide you any 3 basic animated sprites desired by you
( basic sprites are Run, Jump and Death in profile view but we can adjust it according to the requirement of the game)
Want more then 3 sprites check out our advanced pack
( which will include all the base package benefits and other advanced animations and moves for your character)
want anything more or different than the packs let us know 
Source Files will cost extra $10 which will include all .ai, .psd etc of the project.
Checkout Our packages and gig extras for more.
Thank You.",306,4.9,"1,460",Video & Animation,Character Animation,1 day,Level 2,2016
I will create 2d custom animated explainer video,"Step into a world where your brand's story comes alive through captivating 2D animation. 
Imagine engaging your audience with vibrant characters and enchanting narratives, all guided by clear, compelling copywriting tailored to your unique vision.
In this realm of creativity, every frame is an opportunity to connect with your audience on a deeper level. Let us bring your brand to life with words that resonate, characters that charm, and stories that captivate. Whether you're searching for ""Animation gigs,"" ""2D Animation experts,"" or ""compelling copywriting for animations,"" we've got you covered.
EACH PACKAGE INCLUDES:
Custom 2D Animation
Professional Voice Overs
Voiceover syncing
Full HD video (1080P)
Background Music
Pictures, logo Intro/Outro addition
Branding 
Embedded screen captures 
Unlimited Revisions in animation 
Join us on a journey where your brand's message shines bright in the colorful landscape of 2D animation. 
With our expertise in crafting engaging copy, we'll help you unlock the full potential of your story and drive meaningful results for your business.
Don't hesitate to leave a message if you still have any doubt. I will respond to your query ASAP. :)",1739,4.9,"7,299",Video & Animation,2D Animated Explainers,about 12 hours,Level 2,2016
